year,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol_vdem,pf_rol,pf_ss_homicide,pf_ss_homicide_data,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_violent_data,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_fatalities_data,pf_ss_disappearances_injuries,pf_ss_disappearances_injuries_data,pf_ss_disappearances_torture,pf_ss_killings,pf_ss_disappearances,pf_ss,pf_movement_vdem_foreign,pf_movement_vdem_men,pf_movement_vdem_women,pf_movement_vdem,pf_movement_cld,pf_movement,pf_religion_freedom_vdem,pf_religion_freedom_cld,pf_religion_freedom,pf_religion_suppression,pf_religion,pf_assembly_entry,pf_assembly_freedom_house,pf_assembly_freedom_bti,pf_assembly_freedom_cld,pf_assembly_freedom,pf_assembly_parties_barriers,pf_assembly_parties_bans,pf_assembly_parties_auton,pf_assembly_parties,pf_assembly_civil,pf_assembly,pf_expression_direct_killed,pf_expression_direct_killed_data,pf_expression_direct_jailed,pf_expression_direct_jailed_data,pf_expression_direct,pf_expression_vdem_cultural,pf_expression_vdem_harass,pf_expression_vdem_gov,pf_expression_vdem_internet,pf_expression_vdem_selfcens,pf_expression_vdem,pf_expression_house,pf_expression_bti,pf_expression_cld,pf_expression,pf_identity_same_m,pf_identity_same_f,pf_identity_same,pf_identity_divorce,pf_identity_inheritance_widows,pf_identity_inheritance_daughters,pf_identity_inheritance,pf_identity_fgm,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_consumption_data,ef_government_transfers,ef_government_transfers_data,ef_government_investment,ef_government_investment_data,ef_government_tax_income,ef_government_tax_income_data,ef_government_tax_payroll,ef_government_tax_payroll_data,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_gender,ef_legal,ef_money_growth,ef_money_growth_data,ef_money_sd,ef_money_sd_data,ef_money_inflation,ef_money_inflation_data,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_revenue_data,ef_trade_tariffs_mean,ef_trade_tariffs_mean_data,ef_trade_tariffs_sd,ef_trade_tariffs_sd_data,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_open,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_burden,ef_regulation_business_start,ef_regulation_business_impartial,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2020,Nigeria,Sub-Saharan Africa,5.93,124,4,2.913319009,4.798878738,3.959995612,5.874000855,3.833614295,0,34.5,10,0,1555,2.5,0,1718,7.35438305,591,3.6825,5.03,4.080983293,2.040491646,8.915,9.6625,8.925,9.1675,3.333333333,6.250416667,8.6125,3.333333333,5.972916667,9.0825,7.527708333,7.6325,2.5,6.666666667,6.666666667,5.277777778,9.84,9.515,8.51,9.288333333,6.6575,7.214027778,9.696563487,2,9.487157273,4,9.59186038,8.97,5.225,7.6725,9.05,8.5,7.8835,5,5.555555556,6.666666667,6.93951652,0,0,0,5,,,2.5,8.052,3.888,5.38,126,8.497058824,11.11,9.867493736,0.986297988,10,12.06,9,24,5,38,7,6.9525,8.463410512,5.011790109,3.306455319,4.041585106,3.333333333,4.481416667,5.093988807,4.55325891,3.049840132,0.823529412,3.746403382,9.129060336,4.354698318,9.504451362,1.238871595,7.36,13.2,10,8.998377925,,,7.58,12.1,7.0476,7.381,7.3138,6.305364768,0.568788861,3.437076815,4.459102902,2.998410463,5.384615385,0,2.794341949,4.501080417,10,7.464203045,9,8.821401015,10,6.062190533,7.721912862,10,10,10,8.964017233,2.846655052,2.222222222,9.494353919,3.3975,9.20322893,6.151109617,5.552511623,7.779309957,6.7,92
2020,North Macedonia,Eastern Europe,7.67,47,2,5.703598591,5.269468798,4.538301915,6.402702056,5.122090359,9.665697674,1.15,10,10,0,7.5,10,0,10,0,6.65,9.3125,9.066071429,9.365884551,9.0325,9.52,8.995,9.1825,6.666666667,7.924583333,8.7025,6.666666667,7.684583333,8.8025,8.243541667,8.0975,7.5,8.888888889,10,8.796296296,8,9.915,8.745,8.886666667,9.55,8.832615741,10,0,10,0,10,7.77,5.4125,6.935,9.803333333,5.123333333,7.008833333,7.5,5.555555556,6.666666667,7.346211111,10,10,10,10,,,7.5,10,9.375,8.03,47,5.826470588,20.19,5.081743869,18.55,8.44,20.46,10,10,7,35,8.5,7.8425,7.138142891,3.643493288,3.802564716,4.307736555,,5.4895,3.948769437,8.381146916,3.905971448,0.941176471,4.642071504,9.016214462,4.918927691,9.119201874,2.201995315,9.76,1.2,5,8.223854084,9.586666667,0.62,8.66,6.7,6.5696,8.576,8.272088889,4.9528114,9.614794532,7.283802966,10,4.47632283,3.076923077,8.739425664,5.430890524,7.746695595,10,9.370689779,10,9.790229926,7.233333333,4.326899052,5.743575097,8,7.381038846,10,7.114141055,3.307878972,8,9.487188178,4.665,9.429105775,8.66609015,7.259210512,8.054527164,7.16,61
2020,Norway,Western Europe,8.51,11,1,9.260820019,8.545341702,8.472426428,7.917810119,8.330429988,9.834302326,0.57,10,10,0,10,9.686475606,1,9.663562858,2,9.665,9.8475,9.837505495,9.83590391,7.135,9.14,8.4225,8.2325,6.666666667,7.449583333,9.875,10,9.9375,9.2775,9.6075,9.6025,10,,10,10,9.65,9.8675,9.38,9.6325,9.755,9.7475,10,0,10,0,10,9.69,8.625,9.2175,9.89,9.306666667,9.345833333,10,,10,9.836458333,10,10,10,7.5,,,10,10,9.375,9.17,8,0.676470588,37.7,3.871934605,22.99,7.468571429,23.86,6,38,3,53,4.5,7.08,4.719395324,8.462849595,8.296209633,7.934982777,10,9.46825,7.299264349,9.121524194,7.975230217,1,8.569788846,9.159375501,4.203122496,8.459120083,3.852199791,9.7426,1.287,10,9.340273896,9.893333333,0.16,8.82,5.9,0,27.435,6.237777778,5.412433942,9.85325506,7.632844501,10,10,4.615384615,5.004871408,6.540085341,7.602676905,10,8.091120864,10,9.363706955,7.233333333,4.541954597,4.732772112,6,10,0,5.418010007,4.747695923,6.666666667,9.849432757,9.575,9.132542647,9.114463209,8.180966867,7.654227943,7.58,32
2020,Oman,Middle East & North Africa,5.57,134,4,,,,5.513513671,5.513513671,9.86627907,0.46,10,10,0,7.5,10,0,10,0,5.735,7.8775,8.730357143,9.298318106,8,8.7075,5.7275,7.478333333,3.333333333,5.405833333,6.435,3.333333333,4.884166667,5.57,5.227083333,1.905,0,1.111111111,3.333333333,1.481481481,0.7175,2,,1.35875,3.02,1.94130787,10,0,10,0,10,3.3825,2.205,2.01,3.613333333,1.316666667,2.5055,2.5,0,3.333333333,3.667766667,0,0,0,0,,,0,10,2.5,4.79,149,0.211336024,39.28145752,8.134859664,7.345065034,0,64.82,10,0,10,17,10,4.935,4.656239138,6.08996454,6.913906998,7.694710095,8.333333333,6.955916667,5.040357704,7.687546301,8.550881545,0.470588235,5.263475844,9.399210944,3.003945278,5.852273679,10.3693158,9.8192,-0.904,10,8.767671156,9.626666667,0.56,8.88,5.6,5.0048,12.488,7.837155556,6.01698637,8.564206547,7.290596458,10,10,5.384615385,0,5.128205128,7.563989286,10,0,10,6.666666667,8.9,5.417316755,7.147039572,2,,10,6.692871265,5.65994978,5.333333333,9.823361763,6.5475,8.879311566,9.2377658,7.580203707,6.97991388,6.65,93
2020,Pakistan,South Asia,5.44,146,4,2.606858547,4.047605045,3.461222341,4.077692134,3.257799897,8.906976744,3.76,0,9.500559222,201,2.5,6.779237398,416,6.626940394,812,2.9475,4.835,4.741319573,6.824148159,6.1875,7.8275,5.2325,6.415833333,3.333333333,4.874583333,3.235,3.333333333,3.284166667,8.1875,5.735833333,5.72,7.5,3.333333333,3.333333333,4.722222222,8.4325,8.455,6.7825,7.89,4.97,5.825555556,8.993783439,7,9.649506917,3,9.321645178,3.0325,2.275,4.415,4.83,5.046666667,3.919833333,2.5,2.222222222,3.333333333,4.259406813,0,10,5,2.5,,,0,10,4.375,5.02,143,7.676470588,13.9,9.219277683,3.365250904,9.294285714,17.47,7,35,7,35,7,7.34,8.106006797,5.348686817,3.29898598,4.708471558,2.5,4.8785,3.502197164,6.640190157,4.730052153,0.705882353,3.796343497,8.834420262,5.827898689,8.367197747,4.082005633,8.052,9.74,0,6.313404502,7.933333333,3.1,7.58,12.1,5.5956,11.011,7.036311111,4.985924562,4.330786797,4.658355679,10,1.64345175,0.769230769,0,0.804227507,5.624723574,8,5.269586805,10,7.756528935,1.1,5.366082192,5.48427105,6,2.599481826,10,5.091639178,4.654199282,5.111111111,9.401347303,1.7,8.866464621,6.82776061,6.093480488,6.313882867,6.03,130
2020,Panama,Latin America & the Caribbean,7.52,55,2,4.140363124,4.439499324,2.796743499,6.551194915,3.769714125,6.76744186,11.12,10,10,0,7.5,10,0,10,0,7.61,9.47,9.225714286,7.996578073,9,8.5325,9.66,9.064166667,3.333333333,6.19875,9.605,6.666666667,8.135833333,9.8325,8.984166667,8.205,10,7.777777778,10,9.259259259,9.7775,9.905,9.3325,9.671666667,8.77,8.976481481,10,0,3.942167275,1,6.971083638,9.0075,6.345,6.7375,9.873333333,6.713333333,7.735333333,7.5,6.666666667,6.666666667,7.107950061,10,10,10,10,,,10,10,10,7.58,64,4.75,23.85,9.136239782,3.67,10,10.8,9,25,4,42,6.5,7.415,7.560247956,4.70559166,4.629224646,5.842036407,8.333333333,5.374,2.691072412,8.818731311,5.463194052,0.941176471,5.56355539,8.451638492,7.741807541,9.415957629,1.460105927,9.69,-1.55,10,9.38939903,9.613333333,0.58,8.98,5.1,6.2056,9.486,8.266311111,5.873292287,8.899412948,7.386352617,10,10,10,0,6.666666667,8.079832599,8,6.166614918,10,8.055538306,2.233333333,3.631109397,5.985636712,4,4.128922248,10,4.996500282,3.948699237,6.222222222,9.746974907,6.6475,9.202517653,5.426594801,6.86575147,6.639263353,7.45,41
2020,Papua New Guinea,Oceania,6.98,75,2,,,,5.971402512,5.971402512,7.093023256,10,10,10,0,7.5,10,0,10,0,6.3825,8.3025,8.883571429,7.988297342,8.905,9.855,8.94,9.233333333,3.333333333,6.283333333,9.26,10,9.63,9.825,9.7275,9.055,7.5,8.888888889,6.666666667,7.685185185,9.1,9.84,8.6825,9.2075,9.0925,8.760046296,10,0,10,0,10,7.8525,5.1225,6.6975,9.793333333,7.543333333,7.401833333,7.5,7.777777778,6.666666667,7.869255556,0,10,5,5,,,5,10,6.25,7.55,66,3.498926388,28.10365028,8.040871935,7.69,,,5,42,5,42,5,6.0375,5.644324581,5.66812567,4.860985733,3.581651181,7.5,5.41025,1.010607601,6.929956467,5.646742185,0.823529412,4.628153985,9.418446625,-2.907766876,8.996537144,2.508657141,9.0256,4.872,0,6.860145942,6.613333333,5.08,9.2,4,5.968,10.08,7.260444444,4.921304385,6.254451861,5.587878123,10,2.998410463,7.692307692,0,3.563572719,6.602973821,10,4.57478026,10,8.19159342,7.766666667,4.922285676,5.168435177,10,7.006901538,10,7.47738151,4.372890194,3.111111111,8.49193913,3.05,7.377868032,7.679669421,5.680579648,7.116518193,6.17,122
2020,Paraguay,Latin America & the Caribbean,7.03,72,2,5.971519272,4.715572093,3.330256269,6.220460341,4.518290121,7.715116279,7.86,10,10,0,5,10,0,10,0,7.9025,8.22,8.731785714,8.223450997,8.875,9.055,8.7625,8.8975,3.333333333,6.115416667,9.685,6.666666667,8.175833333,9.3975,8.786666667,8.0825,7.5,7.777777778,10,8.425925926,8.8,9.935,8.0925,8.9425,7.9225,8.343356481,1.509642752,2,10,0,5.754821376,8.3075,4.66,7.955,9.583333333,4.973333333,7.095833333,5,5.555555556,6.666666667,6.014575386,10,10,10,5,,,5,10,7.5,7.07,83,6.894117647,16.56,8.59400545,5.66,7.48,23.82,10,10,7,32,8.5,8.475,7.988624619,4.315523707,3.4844024,5.269721348,2.5,4.651833333,4.074723631,8.538954848,2.84200112,1,4.459645048,8.795783563,6.021082183,9.503709936,1.24072516,9.6464,1.768,10,9.486473375,9.12,1.32,8.08,9.6,6.7744,8.064,7.991466667,5.877571107,5.959785699,5.918678403,10,4.47632283,3.846153846,0,2.774158892,6.67107599,8,6.898923693,9,7.966307898,5.566666667,3.279947042,6.76245451,6,2.599481826,3,4.534758341,4.276913802,4.444444444,8.331088272,4.9925,8.944025175,5.762874595,6.125307715,6.208791318,6.96,78
2020,Peru,Latin America & the Caribbean,7.51,56,2,6.140826127,4.290117352,3.204921736,6.384922201,4.372652283,7.808139535,7.54,10,10,0,7.5,9.948425961,1,10,0,7.4925,8.645,9.083703709,8.445921622,9.5225,8.43,8.3,8.750833333,3.333333333,6.042083333,9.67,10,9.835,9.6825,9.75875,8.84,7.5,7.777777778,6.666666667,7.314814815,8.64,9.825,9.34,9.268333333,8.6775,8.525162037,9.039492468,1,10,0,9.519746234,8.6225,6.535,8.91,9.786666667,8.743333333,8.5195,7.5,7.777777778,6.666666667,7.996738136,10,10,10,2.5,,,7.5,10,7.5,7.52,68,5.95,19.77,9.550408719,2.15,7.782857143,22.76,8,30,3,48,5.5,9.04,7.564653172,5.324627123,3.801162487,4.244997502,7.5,5.67675,4.679430109,8.538483418,3.024580082,1,5.34875384,9.717305654,1.41347173,9.518504144,1.20373964,9.5996,2.002,10,9.708852449,9.733333333,0.4,9.52,2.4,8.4256,3.936,9.226311111,5.509929657,6.648531903,6.07923078,10,10,8.461538462,0,6.153846154,7.864847011,8,5.392417816,9,7.464139272,3.9,2.800137997,7.509412765,10,7.03979273,10,6.874890582,2.552491823,6.444444444,9.068828193,6.405,8.681913108,7.085575118,6.706375448,7.015135101,7.5,37
2020,Philippines,South Asia,6.52,103,3,2.287662577,4.524627626,3.128697413,5.196808982,3.310981816,8.718023256,4.41,5,8.256940439,348,2.5,3.827730314,398,5.856247893,498,4.1025,2.62,4.594774092,6.656398674,6.9075,9.495,9.295,8.565833333,6.666666667,7.61625,7.9075,6.666666667,7.287083333,7.7675,7.527291667,7.5525,5,6.666666667,3.333333333,5,8.7925,7.9775,7.4675,8.079166667,5.9325,6.641041667,6.648030623,12,9.776823592,1,8.212427108,4.6725,2.935,4.675,8.953333333,5.643333333,5.375833333,2.5,4.444444444,3.333333333,4.773207644,10,10,10,0,,,5,10,6.25,6.11,112,6.794117647,16.9,9.073569482,3.9,8.828571429,19.1,7,35,7,32,7,7.925,7.924251712,4.883785802,3.822705993,5.82012415,4.166666667,4.779083333,4.183200589,7.925068367,3.340457678,0.823529412,4.435859816,9.278759033,3.606204833,9.553887913,1.115280218,9.473,2.635,10,9.576411737,6.566666667,5.15,8.78,6.1,7.3404,6.649,7.562355556,5.993144512,5.086106878,5.539625695,10,4.47632283,0.769230769,0,1.748517866,6.212624779,8,7.710408103,10,8.570136034,7.766666667,5.031674703,6.988801162,10,2.517253846,10,7.05073273,3.32193176,5.333333333,8.698700396,3.51,8.958167558,8.083205174,6.31755637,7.312808378,7.09,66
2020,Poland,Eastern Europe,7.66,49,2,6.236707802,6.122259906,5.843324128,6.564126164,5.888544077,9.793604651,0.71,10,10,0,7.5,10,0,10,0,8.22,8.61,9.19,9.491802326,9.2675,9.2525,9.2775,9.265833333,6.666666667,7.96625,8.8425,6.666666667,7.754583333,9.3625,8.558541667,6.855,7.5,8.888888889,6.666666667,7.685185185,9.7425,9.68,9.425,9.615833333,7.12,7.81900463,10,0,10,0,10,6.0125,6.01,5.32,9.703333333,6.36,6.681166667,7.5,6.666666667,6.666666667,7.5029,10,10,10,10,,,10,10,10,8.18,42,4.332352941,25.27,4.013623978,22.47,6.565714286,27.02,7,36,5,47,6,6.895,5.561338241,4.77958493,6.068599466,5.137565137,10,6.288166667,4.561707599,7.349989567,5.148084163,1,6.166712191,8.991644249,5.041778757,9.405052836,1.48736791,9.3252,3.374,5,8.180474271,8.6,2.1,8.98,5.1,6.5116,8.721,8.030533333,5.736518702,9.981656882,7.859087792,10,7.001589537,2.307692308,5.004871408,4.771384418,7.665251386,5,6.518399354,10,7.172799785,5.566666667,3.861095905,7.42885987,8,7.755176154,10,7.101966433,3.144580523,8.444444444,8.663046483,6.4125,8.684446821,6.25608496,6.934183872,7.06965003,6.93,80
2020,Portugal,Western Europe,8.2,24,1,7.716555347,6.771837553,5.90807172,7.399219118,6.10616336,9.735465116,0.91,10,10,0,10,10,0,10,0,7.6625,9.36,9.574642857,9.655053987,9.4875,9.9125,9.89,9.763333333,3.333333333,6.548333333,9.42,10,9.71,9.88,9.795,7.99,10,,10,10,9.83,9.155,9.7725,9.585833333,9.7575,9.333333333,10,0,10,0,10,9.095,7.8225,9.3025,9.93,9.616666667,9.153333333,10,,10,9.788333333,10,10,10,10,,,10,10,10,8.75,21,5.008823529,22.97,4.147138965,21.98,10,11.66,4,53,1,66,2.5,8.435,6.018192499,7.098649736,6.222887401,6.538321177,10,7.994916667,4.22745323,7.411415593,7.972032228,1,7.183209504,7.009936703,14.95031649,9.921047094,0.197382265,9.9976,-0.012,10,9.232145949,8.6,2.1,8.98,5.1,6.5116,8.721,8.030533333,7.338090738,9.981656882,8.65987381,10,10,6.153846154,5.004871408,7.052905854,8.435828249,5,6.702842554,6,5.900947518,2.233333333,3.507003785,6.054810683,6,7.03979273,10,5.805823422,3.481493792,7.111111111,9.771934058,6.7775,8.307592856,7.276133668,7.120960914,6.275910618,7.43,42
2020,Qatar,Middle East & North Africa,5.73,129,4,,,,5.17578937,5.17578937,9.889813926,0.379040094,10,10,0,10,10,0,10,0,7.2075,8.6775,9.412142857,9.650978392,8.0775,8.66,3.385,6.7075,3.333333333,5.020416667,2.9425,3.333333333,3.137916667,6.4525,4.795208333,1.6775,2.5,1.111111111,0,1.203703704,0.1275,3.1875,,1.6575,4.2775,2.204050926,10,0,10,0,10,3.48,1.935,1.975,5.976666667,1.003333333,2.874,2.5,3.333333333,3.333333333,4.408133333,0,0,0,0,,,0,10,2.5,4.82,148,0,45.81,9.613647987,1.917911886,,,10,0,10,14,10,4.1375,5.937786997,5.953958625,7.101585972,7.414166927,6.666666667,6.996166667,4.85642951,9.882487391,7.920664947,0.529411765,5.42865917,9.667792762,1.661036189,5.252467611,11.86883097,9.492,-2.54,10,8.603065093,9.313333333,1.03,8.98,5.1,6.7564,8.109,8.349911111,6.631232103,7.473910658,7.05257138,10,10,4.615384615,0,4.871794872,7.568569341,5,10,10,8.333333333,10,6.964564323,7.404619853,4,4.819637278,3,6.031470242,6.605203152,6.666666667,9.645673079,5.68,9.492358557,9.540417615,7.938386511,7.434396696,6.99,76
2020,Romania,Eastern Europe,7.89,38,1,6.377292862,6.335209713,5.284111968,6.531971225,5.768305157,9.575581395,1.46,10,10,0,10,10,0,10,0,7.4325,9.77,9.600357143,9.587969269,8.1575,9.0525,8.7925,8.6675,3.333333333,6.000416667,8.98,6.666666667,7.823333333,9.7325,8.777916667,8.0425,10,7.777777778,6.666666667,8.148148148,9.8675,8.525,9.5125,9.301666667,9.2275,8.679953704,10,0,10,0,10,8.1125,6.3225,8.49,9.906666667,8.26,8.218333333,7.5,6.666666667,6.666666667,7.810333333,10,10,10,7.5,,,10,10,9.375,8,48,4.829411765,23.58,5.711171662,16.24,10,14.52,10,10,4,45,7,7.3025,6.968616685,6.384689566,5.146664247,6.07345581,8.333333333,6.282416667,5.038344998,9.298636448,6.593403022,1,6.643868011,8.682870628,6.585646862,9.261536596,1.84615851,9.4738,2.631,10,9.354551806,8.6,2.1,8.98,5.1,6.5116,8.721,8.030533333,6.26077811,9.966982388,8.113880249,10,10,8.461538462,5.004871408,7.822136623,8.491637551,8,5.045002503,10,7.681667501,3.9,5.61781327,6.929828327,8,10,10,7.407940266,3.325608572,5.777777778,9.355206623,6.0825,6.674731329,8.172879786,6.564784015,7.218130594,7.74,19
2020,Russia,Eastern Europe,6.01,119,3,3.271198414,5.31274853,3.100494237,4.841006052,3.783609045,7.869186047,7.33,0,9.885734912,30,5,9.814224581,16,9.937702464,10,3.1525,2.2625,5.721808851,6.795497449,7.7325,9.3125,9.28,8.775,3.333333333,6.054166667,6.0625,3.333333333,4.697916667,5.025,4.861458333,2.855,2.5,2.222222222,3.333333333,2.685185185,5.8775,8.58,5.18,6.545833333,4.16,4.06150463,9.588853136,2,5.085955562,29,7.337404349,3.225,3.185,0.835,6.756666667,3.66,3.532333333,0,3.333333333,3.333333333,3.50728087,10,10,10,10,,,10,10,10,5.58,123,3.085294118,29.51,5.29972752,17.75,8.02,21.93,10,13,5,37,7.5,4.6175,5.704504328,4.176520118,4.076324402,4.471658468,6.666666667,4.38975,5.086149656,9.702539551,5.03061692,0.882352941,5.129438327,8.4387874,7.806063001,8.611598813,3.471002967,9.3236,3.382,10,9.093496553,7.466666667,3.8,8.68,6.6,6.964,7.59,7.703555556,5.189287663,6.926463913,6.057875788,10,4.76840049,2.307692308,0,2.358697599,6.530032236,5,8.523890108,10,7.841296703,5,5.108282567,7.816727957,6,8.503450769,3,5.904743549,3.703738053,4,9.666128562,3.4625,8.23436022,8.217717092,6.214073988,6.653371413,6.62,94
2020,Rwanda,Sub-Saharan Africa,5.93,124,4,3.688693651,6.575197422,5.349452333,4.672033966,4.871211627,9.244186047,2.6,5,4.321553553,134,7.5,7.07868141,22,8.432593928,22,1.3775,1.365,5.01076127,7.127473658,3.025,9,8.87,6.965,3.333333333,5.149166667,7.5175,6.666666667,7.092083333,4.0375,5.564791667,2.5725,0,2.222222222,3.333333333,1.851851852,6.0475,7.465,3.31,5.6075,4.23,3.565462963,10,0,0,9,5,1.7375,2.2,5.8675,5.13,4.703333333,3.927666667,0,2.222222222,3.333333333,2.896644444,10,10,10,2.5,,,7.5,10,7.5,5.24,133,6.591176471,17.59,9.057220708,3.96,0.571428571,48,8,30,5,36,6.5,2.625,5.06896515,4.530310718,6.117527792,5.788851724,,4.7425,4.80608073,9.834834214,7.695089977,1,6.216456451,8.417292085,7.913539574,8.527758201,3.680604497,8.03,9.85,10,8.743762572,8.62,2.07,7.5,12.5,5.15,12.125,7.09,5.937286218,5.722147791,5.829717004,10,7.474732995,8.461538462,0,5.312090486,7.057951873,5,4.815442686,9,6.271814229,10,5.763273238,6.8628335,10,7.006901538,10,8.272168046,6.145699818,7.333333333,9.871933872,4.855,9.316923574,8.985555955,7.751407759,7.431796678,6.9,81
2020,Saudi Arabia,Middle East & North Africa,4.56,159,4,,,,3.561249914,3.561249914,9.75872093,0.83,10,10,0,2.5,9.510718464,10,8.188616029,69,1.5375,2.425,6.308833499,8.033777215,3.7675,8.285,3.27,5.1075,0,2.55375,0.865,0,0.4325,2.9925,1.7125,0.89,0,1.111111111,0,0.37037037,0.16,0.7225,,0.44125,3.0725,1.193530093,9.118627282,1,0,85,4.559313641,2.1675,0.92,0.885,4.603333333,1.07,1.929166667,0,0,0,1.297696062,0,0,0,0,,,0,10,2.5,2.98,163,0.044117647,39.85,8.089918256,7.51,2.237142857,42.17,10,0,10,20,10,3.1975,4.713735752,5.546648939,6.169167522,7.886247635,8.333333333,6.484916667,4.730127994,9.971651144,8.742740948,0.882352941,6.807627551,9.683311599,1.583442004,6.897772122,7.755569696,9.311,3.445,10,8.97302093,9.386666667,0.92,8.88,5.6,0.7712,23.072,6.345955556,6.181929112,7.410658349,6.796293731,10,7.001589537,0.769230769,0,2.590273435,6.43313068,5,5.525755586,10,6.841918529,8.333333333,6.157304447,7.733534177,6,4.387940385,10,7.102018724,6.126119295,4.444444444,9.6071023,3.8125,9.285174215,8.834230047,7.018261717,6.987399656,6.78,86
2020,Senegal,Sub-Saharan Africa,6.7,87,3,4.702268955,5.598937398,4.659510773,6.950004013,5.151926665,7.855934531,7.375585214,10,10,0,7.5,9.691336781,3,10,0,7.8475,8.815,9.121976683,8.488955607,9.2925,9.8,9.34,9.4775,3.333333333,6.405416667,8.9575,10,9.47875,9.345,9.411875,8.69,5,7.777777778,6.666666667,6.481481481,9.4475,9.86,7.91,9.0725,8.75,8.24849537,10,0,10,0,10,9.3225,6.7925,8.8875,9.72,9.6,8.8645,5,6.666666667,6.666666667,7.439566667,0,0,0,7.5,,,5,7.48,4.995,7.16,80,6.455882353,18.05,8.907356948,4.51,7.605714286,23.38,5,40,5,40,5,6.7425,6.942290717,4.984911853,4.814137893,5.197618153,4.166666667,6.0245,3.354248842,6.891281478,6.92044576,0.647058824,4.359951096,9.156359588,4.218202062,9.79249193,0.518770176,9.4906,2.547,0,7.109862879,7.166666667,4.25,7.58,12.1,7.0476,7.381,7.264755556,5.461639563,6.230782833,5.846211198,10,1.64345175,0.769230769,0,0.804227507,5.978798565,10,7.575665482,5,7.525221827,0,3.992141883,6.429123083,4,7.193970192,0,3.602539193,4.50160861,5.111111111,9.560664388,6.185,8.018307882,5.336920189,6.452268697,5.860009906,6.05,129
2020,Serbia,Eastern Europe,7.16,69,2,4.875314884,4.967071936,3.911460159,6.450916384,4.554113863,9.703488372,1.02,10,10,0,7.5,10,0,10,0,7.6575,8.29,9.063928571,9.383708472,9.3425,9.005,8.92,9.089166667,6.666666667,7.877916667,9.235,6.666666667,7.950833333,9.4375,8.694166667,6.45,7.5,7.777777778,3.333333333,6.203703704,8.02,9.8075,6.7525,8.193333333,6.625,6.868009259,10,0,10,0,10,6.5325,4.05,1.76,8.596666667,3.246666667,4.837166667,5,5.555555556,3.333333333,5.745211111,10,10,10,7.5,,,7.5,10,8.75,7.41,72,5.647058824,20.8,4.174386921,21.88,7.185714286,24.85,10,15,6,38,8,7.0475,6.410932006,5.347242877,4.613101346,4.856125912,6.666666667,5.582916667,3.370832781,8.521675946,5.120349725,1,5.50986399,8.533005204,7.334973979,9.898292419,0.254268952,9.6848,1.576,5,8.279024406,9.473333333,0.79,8.52,7.4,7.1584,7.104,8.383911111,5.761434237,9.747456616,7.754445426,10,,1.538461538,0,0.769230769,6.726896827,8,6.457330788,9,7.819110263,2.233333333,5.020414988,6.790312132,10,7.505751282,10,6.924968623,3.485560417,6,9.751724006,4.5875,9.294236181,7.472296882,6.765219581,7.169766155,6.82,84
2020,Seychelles,Sub-Saharan Africa,7.7,44,2,,,,7.009211327,7.009211327,7.026162791,10.23,10,10,0,,10,0,10,0,7.8975,7.7875,9.280833333,8.153498062,7.575,9.815,9.8025,9.064166667,6.666666667,7.865416667,8.7875,10,9.39375,8.72,9.056875,7.9425,7.5,,6.666666667,7.083333333,8.065,9.8375,9.0175,8.973333333,7.96,7.989791667,10,0,10,0,10,8.1975,7.8325,5.38,7.833333333,6.51,7.150666667,5,,6.666666667,7.204333333,10,10,10,10,,,10,10,10,8.18,42,0.988235294,36.64,8.48773842,6.05,10,14.72,8,30,8,30,8,5.345,6.564194743,6.119214821,6.022828686,6.194793383,,7.6055,4.064276714,7.075346502,4.856199423,0.941176471,5.814954893,7.801959034,10.99020483,8.123475255,4.691311862,8.3446,8.277,10,8.567508572,9.493333333,0.76,9.5,2.5,5.92,10.2,8.304444444,5.867259502,5.327120117,5.597189809,10,10,8.461538462,0,6.153846154,7.513870102,5,0,9,4.666666667,8.9,5.128465493,5.822590192,8,7.533160609,10,7.564036049,5.170442263,5.777777778,8.844165158,7.5475,9.075986107,9.04720725,7.577179759,6.602627492,7.01,72
